tikhonov_root,auto_candidates,resolution_kind,resolved_root,resolved_canonical_root,kuznetsova_homonym_candidates,notes
индюк,инд-1,deterministic,инд-1,инд-1,,
индюш,инд-1,deterministic,инд-1,инд-1,,
инертн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инерци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инженер,инженер,deterministic,инженер,инженер,,
инжир,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иници,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инициал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инициаль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инициатив,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инкасс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инквартат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инквиз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инклин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инкорпор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инкримин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инкруст,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инкуб,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инок,ин-1,deterministic,ин-1,ин-1,,
иноч,ин-1,deterministic,ин-1,ин-1,,
инсину,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инспект,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инспектр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инспекц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инспир,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инсталл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инстанци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инстинкт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
институт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инструкт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инструкц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инструмент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инсулин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инсульт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интегр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интеллект,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интеллигент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интеллигенц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интендант,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интенсивн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интенци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интервал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интервент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интервенц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интервью,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интерес,интерес,deterministic,интерес,интерес,,
интерлюди,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интермеди,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интерн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интернат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интерпелл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интерпрет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интерфер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интим,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интра,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интриг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интро,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интродукци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интрумент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интуит,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
интуиц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфантер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфантил,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфантиль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфаркт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфек,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфекци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфинитив,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфиц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
информ,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфра,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфузор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инфузори,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инцидент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инъек,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инъец,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
инъюнктив,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иньк,за(j)|па(j)-4,lemma_level_conflict,,,,Conflicting automatic candidates across lemmas: за(j)|па(j)-4
иол,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ион,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иордан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ипо,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ипоме,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ипостась,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ипотеч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ипохондр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ипохондри,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иппик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иппо,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иприт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ирак,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иран,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ирбис,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ирид,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ирис,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ирланд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ирод,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ирокез,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ирон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ирони,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ирриг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ис,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иск,иск,deterministic,иск,иск,,
искаж,каж-2,deterministic,каж-2,каж-2,,
исказ,каз-2,deterministic,каз-2,каж-2,,
искариот,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
исключ,ключ-1,deterministic,ключ-1,клюк-1,,
исключительн,ключ-1,deterministic,ключ-1,клюк-1,,
искор,искор,deterministic,искор,искор,,
искорен,корен,deterministic,корен,корен,,
искр,искр,deterministic,искр,искор,,
искренн,искренн,deterministic,искренн,искренн,,
искус,кус-2,deterministic,кус-2,кус-2,,
искусн,кус-2,deterministic,кус-2,кус-2,,
искусств,кус-2,deterministic,кус-2,кус-2,,
искуш,куш-1,deterministic,куш-1,кус-1,,
ислам,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
исланд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
исмент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
испан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
испещр,пещр,deterministic,пещр,пестр,,
исповед,вед-1,deterministic,вед-1,вед-1,,
испод,под-2,deterministic,под-2,под-2,,
исполин,исполин,deterministic,исполин,исполин,,
исполн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
исправ,прав,deterministic,прав,прав,,
испражн,пражн,deterministic,пражн,поражн,,
испыт,пыт,deterministic,пыт,пыт,,
иссим,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иссимус,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
исследова,след,deterministic,след,след,,
исследу,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иссоп,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
исступл,ступ-1,deterministic,ступ-1,ступ-1,,
иссык,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
иссяк,сяк-1,deterministic,сяк-1,сяк-1,,
ист,ист,deterministic,ист,ист,,
истеблишмент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
истер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
истин,ист,deterministic,ист,ист,,
истир,тир,deterministic,тир,тер-1,,
истов,ист,deterministic,ист,ист,,
истор,истор,deterministic,истор,истор,,
исторг,торг-2,deterministic,торг-2,торг-2,,
исторж,торж-2,deterministic,торж-2,торг-2,,
истори,истор,deterministic,истор,истор,,
историй,истор,deterministic,истор,истор,,
источник,точ-1,deterministic,точ-1,тач-1,,
истошн,тошн,deterministic,тошн,тошн,,
истреб,треб,deterministic,треб,тереб,,
истребл,треб,deterministic,треб,тереб,,
истяз,тяз,deterministic,тяз,тя,,
исход,ход,deterministic,ход,хаж,,
исчади,чад-2,deterministic,чад-2,чад-2,,
исчез,исчез,deterministic,исчез,исчез,,
итал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
италий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
италь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
итар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
итв,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ительмен,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
итин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
итог,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
