Number,Lemma,PoS,IPM,R,D,Doc,root,root_IPM,imageability,emotional_valence,is_profane
13946,испугаться,v,47.8,98,92,1431,пуг,213.0,3,1,0
34764,пугать,v,32.6,100,95,1467,пуг,213.0,3,1,0
13943,испуганно,adv,20.3,84,88,683,пуг,213.0,3,1,0
13942,испуг,s,16.1,95,91,751,пуг,213.0,2,1,0
20972,напугать,v,16.1,97,94,804,пуг,213.0,3,1,0
13944,испуганный,a,11.1,87,90,521,пуг,213.0,3,1,0
34765,пугаться,v,10.2,96,92,602,пуг,213.0,3,1,0
13945,испугать,v,9.2,94,93,554,пуг,213.0,3,1,0
27946,перепугать,v,7.1,87,91,401,пуг,213.0,3,1,0
27947,перепугаться,v,4.3,76,88,246,пуг,213.0,3,1,0
18674,махнуть,v,40.2,95,90,1115,мах-1,212.4,4,3,0
18670,махать,v,22.2,96,91,937,мах-1,212.4,4,3,0
35567,размах,s,16.8,98,95,939,мах-1,212.4,3,3,0
35568,размахивать,v,14.1,94,91,680,мах-1,212.4,4,3,0
26154,отмахнуться,v,11.9,93,89,508,мах-1,212.4,3,2,0
30682,помахать,v,11.0,84,89,540,мах-1,212.4,4,4,0
11424,замахать,v,7.5,77,89,402,мах-1,212.4,3,3,0
4089,взмахнуть,v,7.4,77,88,372,мах-1,212.4,4,3,0
33960,промах,s,6.8,97,94,448,мах-1,212.4,2,2,0
39627,смахивать,v,6.6,92,93,422,мах-1,212.4,3,3,0
301,администрация,s,98.3,99,90,4120,администр,212.3,1,3,0
298,административный,a,88.8,99,73,2501,администр,212.3,1,3,0
299,администратор,s,15.6,97,90,553,администр,212.3,2,3,0
302,администрирование,s,2.4,53,84,154,администр,212.3,1,3,0
292,административно,adv,0.8,38,84,61,администр,212.3,1,3,0
300,администраторша,s,0.7,31,79,37,администр,212.3,2,3,0
42671,территория,s,182.9,100,90,5941,территори,212.0,3,3,0
42670,территориальный,a,27.3,82,80,1072,территори,212.0,1,3,0
42669,территориально,adv,1.3,53,85,103,территори,212.0,1,3,0
34749,публика,s,74.6,100,92,2397,публик,211.3,3,3,0
25290,опубликовать,v,58.0,100,92,2646,публик,211.3,1,3,0
34751,публикация,s,48.7,99,92,2155,публик,211.3,2,3,0
34752,публиковать,v,15.0,95,92,980,публик,211.3,1,3,0
34753,публиковаться,v,7.4,81,91,537,публик,211.3,1,3,0
25289,опубликование,s,5.7,70,75,285,публик,211.3,1,3,0
22315,неопубликованный,a,1.4,60,89,112,публик,211.3,1,3,0
34750,публикатор,s,0.5,27,79,33,публик,211.3,1,3,0
40696,спина,s,183.1,100,92,2826,спин,211.2,5,3,0
40697,спинка,s,22.6,99,92,842,спин,211.2,4,3,0
40699,спинной,a,3.4,64,53,121,спин,211.2,3,3,0
40695,спин,s,0.6,18,58,22,спин,211.2,1,3,0
40701,спиновый,a,0.6,11,63,24,спин,211.2,1,3,0
45589,фильм,s,196.8,100,88,3009,фильм,211.2,4,4,0
29930,пожар,s,43.8,100,94,1423,жар,211.1,5,1,0
10273,жара,s,30.5,100,94,1128,жар,211.1,4,2,0
10281,жаркий,a,25.9,100,95,1232,жар,211.1,4,3,0
10282,жарко,adv,19.8,98,91,882,жар,211.1,3,3,0
10272,жар,s,17.8,97,91,759,жар,211.1,4,3,0
29934,пожарный,a,17.8,98,90,747,жар,211.1,4,4,0
10276,жареный,a,12.3,94,91,620,жар,211.1,4,4,0
10277,жарить,v,8.8,93,92,501,жар,211.1,4,3,0
29933,пожарник,s,3.4,73,81,154,жар,211.1,4,3,0
29330,поджарить,v,3.1,77,87,186,жар,211.1,4,4,0
26816,ошибка,s,104.4,100,96,3635,шиб,210.6,2,2,0
26815,ошибиться,v,31.0,100,95,1293,шиб,210.6,2,2,0
26814,ошибаться,v,25.8,100,95,1127,шиб,210.6,2,2,0
26820,ошибочный,a,7.7,96,92,506,шиб,210.6,1,2,0
6559,вышибить,v,4.2,77,90,258,шиб,210.6,4,1,0
26818,ошибочно,adv,3.4,87,90,246,шиб,210.6,1,2,0
45266,ушибить,v,2.9,77,90,211,шиб,210.6,4,1,0
45265,ушиб,s,2.6,84,92,191,шиб,210.6,4,1,0
1850,безошибочный,a,2.3,77,92,165,шиб,210.6,1,4,0
42063,сшибить,v,2.0,65,89,140,шиб,210.6,4,1,0
46855,частый,a,114.6,100,96,4459,част-2,210.2,1,3,0
12289,зачастую,adv,28.2,99,92,1825,част-2,210.2,1,3,0
46851,частота,s,22.3,98,83,922,част-2,210.2,1,3,0
46840,частенько,adv,10.8,96,93,583,част-2,210.2,1,3,0
46854,частушка,s,5.0,80,90,253,част-2,210.2,3,4,0
46869,чаща,s,4.7,82,87,233,част-2,210.2,5,2,0
23112,нечасто,adv,4.6,93,93,339,част-2,210.2,1,3,0
12288,зачастить,v,3.0,83,91,203,част-2,210.2,2,3,0
45200,участиться,v,2.5,80,91,199,част-2,210.2,1,3,0
46852,частотный,a,2.0,35,73,92,част-2,210.2,1,3,0
24501,огонь,s,139.8,100,95,3062,огн,209.3,5,4,0
24500,огонек,s,28.5,97,93,998,огн,209.3,5,4,0
24479,огненный,a,15.3,97,93,671,огн,209.3,4,3,0
24473,огневой,a,12.9,92,81,399,огн,209.3,3,2,0
24487,огниво,s,0.4,18,72,25,огн,209.3,4,3,0
24354,объект,s,206.4,100,85,4598,объект,208.6,2,3,0
24363,объектный,a,1.1,18,65,48,объект,208.6,1,3,0
36573,реализация,s,95.1,96,88,3973,реал,208.6,1,3,0
36576,реализовать,v,44.8,96,89,2553,реал,208.6,1,4,0
36577,реализоваться,v,14.2,85,87,919,реал,208.6,1,4,0
36574,реализм,s,10.1,94,80,347,реал,208.6,1,3,0
36586,реалия,s,8.6,89,92,631,реал,208.6,1,3,0
36582,реалистический,a,5.2,81,87,252,реал,208.6,1,3,0
36572,реал,s,4.0,47,76,117,реал,208.6,1,3,0
36578,реализовывать,v,3.6,73,90,299,реал,208.6,1,4,0
36580,реалист,s,3.1,83,91,203,реал,208.6,2,3,0
40524,соцреализм,s,2.4,62,85,124,реал,208.6,1,3,0
46539,царь,s,74.7,100,88,1484,цар,207.1,4,3,0
46530,царский,a,35.0,100,91,1087,цар,207.1,3,4,0
46535,царство,s,31.3,99,80,1126,цар,207.1,3,3,0
46527,царить,v,19.8,99,95,1031,цар,207.1,2,4,0
46528,царица,s,11.0,96,86,396,цар,207.1,4,4,0
5240,воцариться,v,5.6,92,93,349,цар,207.1,2,3,0
46522,царевич,s,4.4,75,83,150,цар,207.1,4,3,0
46536,царствование,s,4.4,78,81,164,цар,207.1,2,3,0
46534,царствие,s,4.0,79,78,236,цар,207.1,2,3,0
46533,царственный,a,3.9,83,87,234,цар,207.1,2,4,0
48743,яркий,a,93.9,100,97,3664,яр-1,207.1,4,4,0
48744,ярко,adv,27.7,100,97,1468,яр-1,207.1,3,4,0
48764,ярость,s,21.0,94,93,822,яр-1,207.1,2,1,0
48762,яростно,adv,12.0,96,92,598,яр-1,207.1,2,1,0
48763,яростный,a,11.6,93,93,605,яр-1,207.1,2,1,0
48738,яр,s,7.2,80,75,176,яр-1,207.1,5,3,0
48767,ярый,a,6.6,88,66,252,яр-1,207.1,2,2,0
48752,яркость,s,5.9,92,88,339,яр-1,207.1,2,4,0
23152,неяркий,a,2.5,74,89,181,яр-1,207.1,2,3,0
35839,разъяренный,a,2.5,76,90,183,яр-1,207.1,3,1,0
6451,вытащить,v,53.0,99,91,1415,таск,206.7,4,3,0
42345,тащить,v,31.6,98,92,1171,таск,206.7,4,2,0
42322,таскать,v,20.3,93,93,879,таск,206.7,4,2,0
6449,вытаскивать,v,13.6,95,93,706,таск,206.7,4,3,0
31500,потащить,v,11.6,90,90,527,таск,206.7,4,3,0
33269,притащить,v,7.3,89,91,423,таск,206.7,4,2,0
42346,тащиться,v,6.9,87,91,392,таск,206.7,3,3,0
41161,стащить,v,6.7,85,89,353,таск,206.7,4,1,0
12093,затащить,v,4.8,90,91,327,таск,206.7,4,2,0
45042,утащить,v,3.7,79,89,244,таск,206.7,4,1,0
1300,база,s,146.7,100,91,5150,баз,206.2,2,3,0
1315,базовый,a,28.4,81,89,1457,баз,206.2,1,3,0
1312,базироваться,v,12.6,79,87,853,баз,206.2,1,3,0
1311,базирование,s,4.0,56,85,152,баз,206.2,1,3,0
1313,базис,s,3.7,63,80,175,баз,206.2,1,3,0
1314,базисный,a,2.5,48,72,109,баз,206.2,1,3,0
27480,перебазироваться,v,0.5,31,83,39,баз,206.2,2,3,0
23698,обида,s,43.4,98,94,1469,обид,205.9,2,1,0
23700,обидеться,v,32.3,96,92,1197,обид,205.9,2,1,0
23699,обидеть,v,30.4,99,94,1276,обид,205.9,2,1,0
23708,обижаться,v,23.2,96,93,986,обид,205.9,2,1,0
23701,обидно,adv,22.4,98,93,1104,обид,205.9,1,1,0
23707,обижать,v,13.5,95,94,710,обид,205.9,2,1,0
23702,обидный,a,12.1,95,94,724,обид,205.9,1,1,0
1814,безобидный,a,8.1,98,94,555,обид,205.9,1,4,0
23709,обиженно,adv,7.0,76,89,380,обид,205.9,2,1,0
23710,обиженный,a,5.2,91,93,371,обид,205.9,2,1,0
23348,номер,s,201.2,100,96,4792,номер,205.3,2,3,0
23349,номерной,a,2.5,67,86,139,номер,205.3,2,3,0
23350,номерок,s,1.6,61,89,112,номер,205.3,2,3,0
4822,возмутиться,v,20.4,95,90,769,мут,204.9,2,2,0
39763,смутный,a,17.5,98,94,859,мут,204.9,1,2,0
20089,мутный,a,17.3,95,91,742,мут,204.9,3,2,0
39765,смущать,v,15.2,99,95,894,мут,204.9,2,2,0
39761,смутиться,v,14.7,91,90,594,мут,204.9,2,2,0
4824,возмущаться,v,14.5,95,94,806,мут,204.9,2,2,0
4825,возмущение,s,14.4,100,95,773,мут,204.9,1,2,0
39760,смутить,v,10.8,97,94,619,мут,204.9,2,2,0
4821,возмутить,v,9.7,96,94,586,мут,204.9,2,2,0
39767,смущение,s,9.6,95,92,489,мут,204.9,1,2,0
46672,цепь,s,51.5,100,89,1530,цеп,204.9,5,3,0
46671,цепочка,s,26.2,100,95,1247,цеп,204.9,5,3,0
5713,вцепиться,v,15.8,90,90,642,цеп,204.9,4,2,0
46669,цепляться,v,15.0,97,92,734,цеп,204.9,4,2,0
12278,зацепиться,v,9.7,96,92,536,цеп,204.9,4,3,0
46670,цепной,a,7.9,89,80,375,цеп,204.9,3,3,0
12277,зацепить,v,7.7,93,91,436,цеп,204.9,4,3,0
42033,сцепление,s,5.8,90,91,343,цеп,204.9,3,3,0
46665,цепкий,a,5.8,85,91,359,цеп,204.9,2,4,0
26746,оцепенение,s,5.6,87,91,332,цеп,204.9,2,1,0
13999,истина,s,66.1,100,92,2129,ист,202.3,1,4,0
14002,истинный,a,61.8,100,95,2317,ист,202.3,1,4,0
30064,поистине,adv,16.3,98,92,951,ист,202.3,1,4,0
13996,истец,s,14.6,65,71,301,ист,202.3,2,3,0
14000,истинно,adv,9.8,98,90,535,ист,202.3,1,4,0
4877,воистину,adv,8.9,97,91,486,ист,202.3,1,4,0
22026,неистовый,a,6.4,90,92,362,ист,202.3,2,2,0
14001,истинность,s,4.4,76,80,207,ист,202.3,1,4,0
22023,неистово,adv,3.7,79,91,231,ист,202.3,2,2,0
14007,истово,adv,2.8,74,90,189,ист,202.3,2,3,0
8693,десяток,s,105.7,100,96,4334,десят,202.1,2,3,0
8691,десятка,s,17.4,99,94,998,десят,202.1,2,3,0
8679,десятая,s,2.5,82,90,184,десят,202.1,1,3,0
8692,десятник,s,2.0,40,74,47,десят,202.1,2,3,0
8689,десятина,s,1.4,54,82,69,десят,202.1,2,3,0
8690,десятичный,a,0.9,29,73,46,десят,202.1,1,3,0
3575,вдесятеро,adv,0.5,33,82,42,десят,202.1,1,3,0
44156,удесятерить,v,0.4,27,78,35,десят,202.1,1,3,0
23391,нос,s,138.8,100,92,2546,нос-1,201.9,5,3,0
23404,носок,s,25.2,99,93,952,нос-1,201.9,4,3,0
23402,носовой,a,12.0,99,90,557,нос-1,201.9,3,3,0
23393,носик,s,5.9,92,91,335,нос-1,201.9,5,4,0
27844,переносица,s,5.2,79,89,290,нос-1,201.9,4,3,0
23392,носатый,a,2.2,56,85,103,нос-1,201.9,3,2,0
27848,переносье,s,0.6,28,74,37,нос-1,201.9,4,3,0
29522,подносик,s,0.6,27,73,35,нос-1,201.9,4,3,0
641,анализ,s,157.0,100,81,4197,анализ,201.7,1,3,0
643,анализировать,v,20.8,99,87,1198,анализ,201.7,1,3,0
33444,проанализировать,v,13.6,99,89,982,анализ,201.7,1,3,0
644,анализироваться,v,3.5,54,80,247,анализ,201.7,1,3,0
642,анализатор,s,3.1,32,66,73,анализ,201.7,2,3,0
6318,выскочить,v,42.1,99,91,1240,скак,201.7,4,3,0
5519,вскочить,v,40.0,94,89,1035,скак,201.7,4,3,0
39009,скакать,v,15.3,98,92,713,скак,201.7,4,3,0
29717,подскочить,v,11.8,91,91,581,скак,201.7,4,3,0
6314,выскакивать,v,9.4,95,92,527,скак,201.7,4,3,0
5499,вскакивать,v,9.1,90,90,472,скак,201.7,4,3,0
34206,проскочить,v,8.5,94,92,466,скак,201.7,4,3,0
39060,скачок,s,7.5,97,92,478,скак,201.7,4,3,0
26430,отскочить,v,5.9,81,89,322,скак,201.7,4,3,0
40379,соскочить,v,5.8,79,89,349,скак,201.7,4,3,0
10821,завтра,adv,138.5,100,93,3098,завтра,201.6,1,3,0
10822,завтрак,s,28.3,97,94,1081,завтра,201.6,4,4,0
10825,завтрашний,a,14.1,99,95,804,завтра,201.6,1,3,0
10823,завтракать,v,7.9,89,92,453,завтра,201.6,4,4,0
20563,назавтра,adv,7.5,89,90,361,завтра,201.6,1,3,0
29974,позавтракать,v,4.9,87,91,311,завтра,201.6,4,4,0
31286,послезавтрашний,a,0.4,27,82,32,завтра,201.6,1,3,0
19624,молитва,s,51.9,100,66,1150,мал-2,201.6,3,4,0
19631,молиться,v,38.0,99,79,1130,мал-2,201.6,3,4,0
44541,умолять,v,18.7,95,93,789,мал-2,201.6,3,2,0
19630,молить,v,9.2,95,87,515,мал-2,201.6,3,2,0
4093,взмолиться,v,6.6,82,89,362,мал-2,201.6,3,2,0
19694,мольба,s,6.3,88,88,374,мал-2,201.6,2,2,0
19627,молитвенный,a,5.7,85,71,270,мал-2,201.6,3,4,0
23013,неумолимый,a,5.5,88,93,356,мал-2,201.6,1,1,0
30749,помолиться,v,5.0,88,80,292,мал-2,201.6,3,4,0
19615,молебен,s,3.8,73,86,178,мал-2,201.6,4,3,0
19818,мороз,s,48.2,99,95,1575,мерз,200.9,5,2,0
19814,мороженое,s,18.8,97,90,608,мерз,200.9,5,5,0
11456,замерзнуть,v,17.4,97,93,809,мерз,200.9,4,1,0
18942,мерзкий,a,9.7,91,92,488,мерз,200.9,2,1,0
19825,морозный,a,9.5,93,92,461,мерз,200.9,4,3,0
11513,заморозить,v,9.3,98,93,579,мерз,200.9,4,3,0
18938,мерзавец,s,8.9,86,90,408,мерз,200.9,2,1,1
18946,мерзнуть,v,6.6,92,93,401,мерз,200.9,4,1,0
18948,мерзость,s,6.0,91,92,363,мерз,200.9,2,1,0
11454,замерзать,v,5.6,94,92,350,мерз,200.9,4,1,0
17823,ловить,v,48.0,99,94,1711,лав-2,200.3,4,3,0
44426,уловить,v,18.7,98,93,839,лав-2,200.3,2,3,0
17830,ловушка,s,12.9,97,92,558,лав-2,200.3,5,2,0
17826,ловкий,a,10.3,94,93,577,лав-2,200.3,3,4,0
22122,неловкость,s,8.8,88,92,468,лав-2,200.3,1,2,0
22120,неловкий,a,8.6,90,93,500,лав-2,200.3,2,2,0
22996,неуловимый,a,8.0,96,94,489,лав-2,200.3,1,3,0
44400,улавливать,v,7.6,98,94,472,лав-2,200.3,1,3,0
17829,ловля,s,5.4,92,92,318,лав-2,200.3,3,3,0
17828,ловкость,s,4.7,94,93,313,лав-2,200.3,1,4,0
19247,милый,a,90.7,99,94,2226,мил,200.2,2,5,0
19245,милость,s,20.6,100,90,959,мил,200.2,2,4,0
19212,миленький,a,7.9,82,89,400,мил,200.2,2,5,0
30725,помиловать,v,7.5,90,88,388,мил,200.2,2,4,0
44495,умиление,s,6.3,92,91,375,мил,200.2,2,5,0
19243,милостивый,a,5.4,88,85,274,мил,200.2,2,4,0
19209,милая,s,5.2,75,90,280,мил,200.2,2,5,0
19233,мило,adv,4.9,92,92,305,мил,200.2,1,5,0
19211,милейший,a,3.5,83,91,207,мил,200.2,2,5,0
19244,милостыня,s,3.3,81,90,201,мил,200.2,4,2,0
43053,торговля,s,62.5,100,91,2476,торг-1,200.0,2,3,0
43056,торговый,a,57.8,100,92,2439,торг-1,200.0,2,3,0
43049,торговать,v,27.1,99,95,1328,торг-1,200.0,3,3,0
43047,торг,s,14.2,92,89,648,торг-1,200.0,3,3,0
43051,торговец,s,12.6,98,93,652,торг-1,200.0,4,3,0
43050,торговаться,v,5.4,90,92,350,торг-1,200.0,4,2,0
43052,торговка,s,2.4,63,80,112,торг-1,200.0,4,2,0
43048,торгаш,s,1.5,54,81,93,торг-1,200.0,3,1,1
31566,поторговаться,v,0.8,47,87,64,торг-1,200.0,4,2,0
6470,выторговать,v,0.7,42,86,60,торг-1,200.0,3,3,0
24031,оборудование,s,90.5,100,88,3054,оруд,199.1,2,3,0
40255,сооружение,s,35.3,98,88,1496,оруд,199.1,3,3,0
25444,орудие,s,32.0,100,88,928,оруд,199.1,5,3,0
24032,оборудовать,v,15.9,97,92,1011,оруд,199.1,2,3,0
40252,соорудить,v,9.8,99,95,598,оруд,199.1,3,3,0
25446,орудовать,v,4.8,89,92,320,оруд,199.1,3,2,0
25445,орудийный,a,2.6,65,84,115,оруд,199.1,3,3,0
40253,сооружать,v,2.5,88,92,192,оруд,199.1,3,3,0
27852,переоборудовать,v,2.2,73,90,169,оруд,199.1,2,3,0
27851,переоборудование,s,1.4,52,82,98,оруд,199.1,1,3,0
17082,кусок,s,76.8,100,95,2191,кус-1,198.5,5,3,0
17083,кусочек,s,35.7,100,95,1486,кус-1,198.5,5,3,0
11334,закусить,v,9.9,88,91,534,кус-1,198.5,4,3,0
17077,кусать,v,8.5,94,92,480,кус-1,198.5,4,2,0
13860,искушение,s,8.4,97,87,473,кус-1,198.5,2,2,0
44395,укусить,v,8.3,93,90,427,кус-1,198.5,4,1,0
11337,закусывать,v,7.8,86,91,443,кус-1,198.5,4,3,0
27763,перекусить,v,5.5,87,92,331,кус-1,198.5,4,4,0
44394,укус,s,4.2,94,93,262,кус-1,198.5,4,1,0
26093,откусить,v,4.1,82,89,247,кус-1,198.5,4,3,0
31607,потрясти,v,32.5,100,95,1309,тряс,198.5,4,3,0
43595,трястись,v,19.0,94,91,779,тряс,198.5,4,2,0
31602,потрясать,v,17.9,99,95,950,тряс,198.5,3,4,0
43594,трясти,v,17.5,93,91,785,тряс,198.5,4,3,0
31605,потрясение,s,13.6,99,94,811,тряс,198.5,2,4,0
43597,тряхнуть,v,7.8,75,88,406,тряс,198.5,4,3,0
31604,потрясающий,a,5.4,96,94,384,тряс,198.5,2,5,0
41623,стряхнуть,v,5.2,81,90,333,тряс,198.5,4,3,0
5613,встряхнуть,v,4.6,77,89,287,тряс,198.5,4,3,0
12183,затрястись,v,4.5,64,87,250,тряс,198.5,4,2,0
31956,практика,s,120.7,100,89,4780,практ,197.8,2,3,0
31964,практический,a,62.4,99,86,2588,практ,197.8,1,3,0
31959,практиковать,v,6.7,90,91,428,практ,197.8,2,3,0
31960,практиковаться,v,3.9,79,92,311,практ,197.8,2,3,0
31962,практицизм,s,0.4,26,81,30,практ,197.8,1,3,0
12161,затрата,s,52.5,96,88,2366,трат,197.3,1,2,0
45132,утратить,v,35.1,100,94,1785,трат,197.3,2,1,0
43272,тратить,v,33.3,100,96,1759,трат,197.3,2,2,0
31571,потратить,v,22.9,100,94,1466,трат,197.3,2,3,0
45131,утрата,s,15.7,98,88,811,трат,197.3,2,1,0
43271,трата,s,5.8,95,94,431,трат,197.3,1,2,0
43273,тратиться,v,5.5,96,93,432,трат,197.3,2,2,0
12162,затратить,v,5.3,92,92,389,трат,197.3,2,3,0
45133,утрачивать,v,5.3,89,90,347,трат,197.3,2,1,0
14054,истратить,v,5.1,96,94,345,трат,197.3,2,2,0
31831,поэт,s,155.1,100,92,2049,поэт,195.9,3,4,0
31837,поэтический,a,27.6,98,91,782,поэт,195.9,2,4,0
31834,поэтесса,s,5.7,85,89,240,поэт,195.9,3,4,0
31835,поэтика,s,5.3,67,84,194,поэт,195.9,1,3,0
31840,поэтичный,a,1.5,69,90,114,поэт,195.9,2,4,0
31839,поэтичность,s,0.7,35,82,47,поэт,195.9,1,4,0
45826,фотография,s,97.2,100,95,2463,фото,195.3,5,3,0
45813,фото,s,32.2,100,90,1341,фото,195.3,5,3,0
45823,фотографировать,v,5.6,94,92,359,фото,195.3,4,3,0
45834,фотомодель,s,1.3,55,87,94,фото,195.3,4,4,0
45838,фотопортрет,s,0.9,45,86,69,фото,195.3,4,3,0
