root,IPM
кристаль,2.4
крит,2.1
критери,1.2
критерий,47.1
критик,134.1
кришна,1.6
кров,0.7
кров-1,275.1
кров-2,1788.0
кроват,94.6
крокет,0.5
крокодил,12.4
крокус,0.9
крол,13.5
кроль,0.6
кром,83.8
кроманьон,1.2
крон,13.0
кронверк,0.4
кронштадт,1.7
кронштейн,1.5
кроп-2,0.4
кропот,5.1
кропоткин,0.8
кросс,10.4
крот-1,18.5
крот-2,6.0
крох,65.3
круассан,0.5
круг,751.1
круж,4.8
круж-2,27.2
круиз,3.6
круп,301.1
крупн,1.4
крупье,1.3
крут,181.2
круш,30.0
крыж,1.8
крыл,128.7
крыло,1.7
крым,10.6
крыс,21.2
крэк,1.4
крюк,33.1
крюшон,0.4
кря,6.3
кряж,2.7
кряхт,8.3
кряшен,0.4
ксендз,0.9
ксенон,0.5
ксенофоб,2.2
ксерокс,3.6
ксива,0.7
кстати,4.7
ку-2,133.4
куб,26.8
куб-1,32.3
куб-2,5.7
кубан,6.8
кубин,4.1
кубло,0.5
кубрик,3.5
кувалд,2.2
кувшин,9.3
кувыр,5.4
куд-1,3.3
куд-2,1.6
куда,28.6
кудахт,1.7
кудел,1.3
кудр,15.4
кудыкин,0.6
куз,6.2
кузбасс,0.6
кузнец,1.4
кузов,23.1
кузькин,0.7
кузьмин,0.8
куйбышев,2.7
кук-1,77.1
кук-2,1.7
кукарек,0.7
кукл,36.7
кукож,0.7
куку,5.7
кукуруз,10.4
кул,5.2
кулак,76.0
кулебяк,0.6
кулеш,1.3
кули,0.5
кулик,4.2
куликов,0.7
кулинар,8.0
кулис,15.0
кулич-1,1.4
куличк,0.4
кулон,2.4
кулуар,3.5
кульбит,0.9
кульман,0.6
кульмин,5.4
культ,26.4
культив,9.8
культур,346.3
культурь,0.8
кум,4.3
кумач,1.8
кумир,12.3
кумпол,0.4
кумран,0.7
кумул,1.2
кумыс,0.7
кун,0.5
кунгур,0.7
кунс,1.2
кунсткамер,1.4
кунцев,0.9
куп,1.7
куп-1,503.1
куп-3,43.7
купе,17.6
купидон,1.1
купин,0.7
куплет,5.0
купол,17.2
купон,3.1
купор,5.7
купорос,0.8
купюр,12.7
кур,2.6
кур-1,180.3
кур-2,67.7
кураг,0.9
кураж,10.7
курант,2.6
курва,1.0
курган,7.6
кургуз,2.0
курд,3.6
куриль,1.7
курир,0.4
куркуль,0.5
курлы,0.4
куролес,0.5
куропат,1.8
курорт,21.5
куроч,0.7
курс,165.2
курсив,2.5
курск,8.6
курсор,0.8
курт,46.4
куртизанк,0.8
куртин,0.9
куртуаз,0.8
курфюрст,0.7
курч,3.5
курчатов,0.6
курш,0.5
курь,0.7
курьез,4.3
курьер,8.1
кус-1,198.5
кус-2,483.8
куст,88.5
кустар,3.3
кут-1,19.9
кут-2,3.1
кут-3,4.0
кут-4,0.5
кут-5,0.4
кутаис,0.4
кутерьм,1.4
кутикула,0.7
куттер,0.5
кутузк,0.8
кутузов,1.9
кутюр,1.2
кух,139.8
кухлян,0.4
кухтыль,0.4
куц,2.6
куч-1,56.0
кучер-1,4.2
кучер-2,1.3
куш,1.3
кушак,2.7
кушетк,5.7
кыргыз,0.6
кьянти,2.8
кювет,3.2
кюри,0.6
ла(j),23.1
лабаз,1.2
лабиль,0.4
лабин,1.0
лабиринт,9.3
лабор,58.9
лаборатор,11.3
лабрадор,0.4
лабуд,0.5
лабух,1.0
лав-1,58.3
лав-2,200.3
лава,4.9
лаванд,1.3
лаваш,0.8
лавин,5.5
лавирова,2.0
лавр-1,8.5
лавр-2,6.3
лаврентьев,0.4
лаврушин,0.6
лаг,4386.6
лагер,110.0
лагун,3.3
лад,5.7
лад-1,127.9
лад-2,78.2
ладан,3.0
ладож,2.2
ладон,108.9
лаз,323.9
лазарев,0.7
лазарет,3.4
лазер,13.9
лазор,4.4
лайм,0.5
лайнер,6.1
лак-1,1.5
лак-2,21.1
лакей,5.9
лакмус,0.7
лаком,8.4
лакон,1.4
лаконич,6.1
лакт,0.8
лакун,0.7
лам,248.8
лама,2.8
ламин,1.0
ламп,57.3
лампад,2.0
лампас,1.7
лан,0.9
лангуст,0.5
ландграф,2.0
ландо,1.0
ландскнехт,0.5
ландшафт,21.4
ландыш,2.9
ланжерон,0.4
ланит,0.4
ланч,1.8
лап,59.2
лапот,7.1
лапош,0.7
лапт,0.7
лапш,4.8
лар,3.7
ларек,10.5
ласк,78.8
лассо,0.4
ласт-2,7.2
ластик,0.9
лат,6.3
латвий,2.9
латентн,2.1
латеральн,8.5
латин,20.8
латун,1.9
латунь,1.2
латын,1.3
латынь,4.6
латыш,5.9
лауреат,21.9
лафа,0.6
лафет,0.6
лахтак,0.4
лахудр,0.7
лацкан,2.7
лачуг,1.3
лащ-2,9.8
лб,99.9
лг,81.3
ле(j),620.5
лебед,23.9
лебез,1.3
лев-1,73.2
лев-2,193.9
левиафан,0.5
левин,1.5
левит,0.6
левкас,0.5
лег-1,285.0
легав,0.6
легал,21.5
легаль,7.3
легальн,0.5
легат,0.4
легенд,53.2
легион,12.3
легир,0.9
легит,0.4
легитим,6.3
легк,374.5
лего,0.5
легоч,2.0
лед,1.6
лед-2,137.0
леди,10.7
ледокол,0.4
леер,0.5
лез-2,1259.1
лез-3,11.3
лезгин,0.7
лей,0.7
лейб,1.1
лейбл,1.6
лейбор,0.5
лейборист,0.7
лейден,0.5
лейк,6.2
лейпциг,0.6
лейт,2.4
лейтенант,82.8
лек,189.4
лекал,1.5
лекс,15.3
лект,3.9
лекц,40.2
лел,5.1
лемех,0.6
лемм,1.0
лен,11.5
лен-1,42.4
лен-2,4.9
лендлиз,0.5
лендровер,0.8
ленив,13.3
ленин,72.0
ленинград,1.8
ленск,0.4
лент,43.3
ленч,0.6
леонтьев,2.4
леопард,2.5
леп-1,46.3
леп-2,42.2
лепест,9.5
лепет,11.3
лепех,0.4
лепеш,6.0
лепт,2.5
лермонтов,2.5
лес,0.6
лес-1,395.2
лес-3,4.5
лесби,2.2
лест,64.0
лествиц,0.5
лет,6.8
лет-1,519.2
лет-2,807.5
летал,0.8
летальн,3.0
летарг,0.7
лефорт,1.3
леч,0.8
лечеб,1.5
лещ-1,2.7
лещин,0.7
лжив,0.4
лиан,3.5
либерал,24.1
либераль,27.0
либидо,1.1
либретто,3.0
ливан,1.5
ливер,1.0
ливий,0.9
ливон,0.4
ливре,0.9
лиг,1.3
лига,13.0
лиганд,0.9
лигатур,0.5
лид,106.4
лиз,32.6
лизат,1.4
лизинг,16.4
лик,5.3
лик-1,2244.7
лик-2,15.4
ликбез,1.6
ликвид,53.8
ликер,4.5
лил,9.7
лилей,0.8
лилипут,2.7
лилов,9.8
лиман,2.8
лимит,8.2
лимон,21.8
лимузин,5.5
лимф,11.3
лин-1,1.5
лин-2,185.7
лин-3,6.7
лингв,13.7
линз,6.0
линолеум,3.0
лион,0.9
лип,58.9
липецк,2.6
липид,3.0
липо,2.5
лир,25.9
лира,8.0
лис,20.5
лист,234.9
лит,15.1
литавр,0.9
литв,0.6
литер,5.4
литерат,276.7
лития,0.4
лито,1.7
литов,8.9
литолог,0.4
литр,33.8
литраж,0.4
литург,2.1
литурги,10.4
лить,3.0
лиф,5.5
лифт,36.6
лих,508.8
лихв,2.7
лихорад,16.8
лихорадоч,8.7
лице,0.8
лицедей,2.5
лицезр,2.4
лицей,6.0
лицемер,8.5
лицензи,43.3
лиценци,1.1
лицеприят,1.4
лишн,4.4
лобб,12.6
лобзик,0.6
лобио,0.8
лобстер,0.7
ловелас,0.9
ловк,47.6
логарифм,1.5
логист,11.8
логос,2.1
логотип,3.6
лоджи,3.6
лодыг,2.1
лодыр,1.7
лож,5.1
ложемент,1.0
ложеч,48.5
лоз,3.3
лозунг,25.2
лок,17.6
локал,8.0
локальн,18.7
локаут,0.4
локач,51.2
локомотив,16.6
локон,3.1
локус,0.8
ломбард,1.9
ломбер,0.8
ломоносов,1.2
лон,5.5
лондон,13.0
лонжерон,0.4
лоп,25.4
лопаст,11.5
лопат,34.4
лопот,2.2
лопух,5.5
лор,0.5
лорд,10.3
лори,0.4
лорнет,0.5
лос-1,8.7
лос-анджелес,0.6
лоскут,8.8
лосос,2.8
лосьон,2.6
лот,2.6
лотере,6.5
лотк,7.1
лото,1.4
лотос,3.6
лофт,0.6
лох,4.6
лохан,0.6
лохм,15.5
лохмат,0.5
лоци,0.7
лоцман,2.7
лош,109.5
лошад,0.7
лоял,0.6
лоялн,0.9
лояльн,9.4
луб,26.0
лубян,1.8
луг,28.8
луган,0.8
луд,0.5
луж-3,24.8
лужков,0.7
луз,1.0
лузг,0.7
лук-1,51.4
лук-2,33.6
лук-3,259.3
лукав,5.3
лукойл,0.5
лукомор,0.6
лун-1,67.6
лун-2,1.5
лун-3,8.2
луна,0.4
луп,18.3
луч-1,92.2
луч-4,2146.0
луч-5,526.8
лучезар,2.4
лучш,5.0
лыб,342.7
лыж,2.4
лыж-1,33.2
лык,2.7
лын,1.0
лыс,31.9
лысенков,0.4
лычк,0.5
львов,2.0
люб,1326.0
любвеоб,0.9
любезн,9.0
люберец,1.4
любим,0.4
любимов,0.7
любисток,0.5
люблин,0.5
любознательн,5.7
любопыт,83.6
любопытств,1.4
люд,55.5
люк,15.6
люкс,5.6
люксембург,0.6
люл,4.6
люминесц,3.2
люмпен,0.9
люпин,0.4
люрекс,0.4
люсин,16.9
люстр,9.9
люськ,0.5
лют,14.7
лютер,1.9
лютн,0.7
люфт,0.6
люфтваффе,0.6
люцерн,0.7
ля,1.3
ляг,18.6
ляд,0.7
лязг,6.4
ляльк,1.7
лям,3.8
ляп,9.8
ляпсус,0.5
лярв,0.4
ляс,0.5
лях,0.5
ма-2,25.8
ма-3,10.1
ма-4,148.6
ма(j)-1,126.9
мавзолей,6.5
мавр,2.4
маг,15.1
магадан,3.8
магазин,157.0
магарадж,0.5
маги,25.4
магистер,0.6
магистр,4.7
магистраль,18.8
магм,1.2
магн,0.6
магнат,3.9
магнет,3.6
магнетит,0.4
магни,4.5
магнит,59.3
магнитогорск,1.5
магнитофон,2.8
магноли,1.2
магнум,0.4
магомет,0.4
мадам,23.1
мадемуазель,2.7
мадер,0.8
мадмуазель,0.5
мадонн,5.4
мадригал,0.4
мадрид,1.5
маечк,1.7
мажор,3.5
мажордом,0.8
мажорит,0.5
маз,73.1
мазох,2.3
мазурк,0.9
мазут,4.7
май,0.8
майдан,0.4
майонез,3.9
майор,66.7
мак-1,17.8
мак-2,3.3
макак,3.8
макарон,8.1
макдональд,1.5
македон,2.4
макет,8.0
макинтош,1.3
макияж,5.5
маклер,1.9
мако,0.4
макро,8.5
макси,0.4
максим,96.1
макулатур,1.8
мал,1.8
мал-1,1158.6
мал-2,201.6
мал-3,6.6
мал-4,224.9
малай,0.5
малайз,0.5
малах,2.4
малахай,0.6
малахольн,0.7
малин,16.9
малк,442.9
мало,26.4
мало-маль,4.2
малодуш,3.1
малокров,0.4
малоросс,0.6
малохоль,0.4
малоярославец,0.5
малыш,1.2
мальв,0.8
мальтий,1.2
маляри,1.9
мам,377.3
мамаев,0.7
мамалыг,0.6
маман,1.5
мамаш,0.4
мамба,0.6
мамонт,8.5
мамыньк,0.4
ман-2,4.0
манат,0.7
мангал,1.3
манган,1.0
манго,1.1
мандарин,3.8
мандат,10.7
мандельштам,0.9
мандолин,1.0
мандрагор,0.6
мандраж,0.7
маневр,24.8
манеж,14.6
манекен,6.8
манер,48.2
манжет,2.7
мани,2.6
маникюр,4.6
манипул,13.3
манифест,6.3
манишк,0.8
мания,4.4
манк,0.5
мансард,3.8
манси,0.7
мансий,2.0
мант,0.8
манти,4.1
манто,1.4
мантр,1.1
ману,0.8
манускрипт,1.2
мануфактур,2.2
манхэттен,0.5
маньер,0.4
маньчжур,0.9
маньяк,6.4
мар-1,4.8
мар-2,789.3
мар-3,5.0
марабу,1.2
маразм,3.3
марал,1.9
марафет,0.5
марафон,4.0
марг,15.7
марганец,1.9
марганц,2.1
маргарин,2.4
маргаритк,0.8
маргинал,4.7
марж,0.9
мари,3.9
мариин,4.5
марий,1.7
марин,7.3
маринк,0.5
марионет,2.4
марионеточ,0.5
марихуан,1.9
марк,59.5
маркер,3.6
маркет,17.8
маркетинг,10.2
маркиз,6.2
маркир,4.0
марков,0.7
маркс,25.5
марл,4.3
марлин,0.5
мармелад,1.7
мародер,2.6
марокк,1.7
марс,0.7
марсель,0.4
марсиан,3.3
март,93.0
мартен,1.5
мартини,1.8
мартын,2.6
мартыш-1,2.6
марфин,0.5
марципан,0.5
марш,23.6
маршал,20.9
маршаль,0.9
маршрут,37.6
марьин,1.4
маск,51.6
маскарад,4.0
маскир,2.6
маскулин,0.9
масл,93.3
масон,10.7
масс,269.4
массаж,0.4
массачусет,0.4
массив,0.4
массир,0.5
маст,1.8
маст-1,9.0
маст-2,177.7
мастер,2.9
мастик,1.5
мастит,0.5
мастодонт,0.7
мастопат,0.5
мастурб,2.7
масштаб,80.8
мат,17.6
мат-1,452.0
мат-2,62.6
матадор,1.0
математ,75.3
матер,20.1
матери,84.2
материал,264.4
материн,0.5
материя,22.1
матк,0.9
матов,6.6
матрас,13.3
матрешк,2.7
матриарх,0.4
матримони,0.5
матриц,14.9
матрон,1.2
матрос,27.3
матч,47.9
матэ,0.4
матюг,0.5
матюк,0.4
маузер,2.9
мафи,11.1
мафиоз,1.3
мах-1,212.4
мах-2,1.4
махаон,0.9
махарадж,0.4
махин,5.9
махн,0.7
махор-1,4.9
махор-2,4.9
мац,0.7
мач-2,135.5
мачех,0.5
мачо,0.8
мачт,6.5
машин,573.0
мащ-2,107.4
маэстро,6.0
маяков,1.0
мг,236.3
мгл,9.1
мгнов,47.2
ме,348.8
мебел,59.3
мега,10.2
мегало,1.0
мегер,0.4
мед,1.8
мед-1,83.5
мед-2,26.0
медал,1.0
медаль,32.7
медальон,3.5
медвед,2.7
медведь,33.4
медвеж,14.0
меди,6.4
медиа,2.7
медиальн,11.8
медиан,1.0
медиат,0.8
медикамент,6.0
медит,5.2
медиум,0.8
медиц,1.6
медицин,111.0
медл,291.8
медресе,0.7
медуз,4.8
меж,54.0
междомети,1.7
мезальянс,0.6
мезд,17.5
мезо,0.8
мезон,0.5
мезонин,1.1
мейерхольд,1.1
мейкер,1.5
мейнстрим,0.5
мек,54.4
мексик,6.4
меланхол,7.3
мелатонин,0.9
мелиор,2.5
мелиорат,0.4
мелисс,0.6
мелк,13.4
мело,3.7
мелод,30.5
мелоч,1.7
мельк,66.3
мельтеш,0.6
мельхиор,1.7
мембран,7.4
меморандум,2.8
мемориал,3.7
мемориаль,5.3
мемуар,16.4
мен,18.1
мен-1,1392.8
мен-2,381.4
менделеев,0.5
менеджер,45.8
менеджмент,0.7
менестрель,0.5
